id,topografi,pekerjaan_utama,prop_pln,bhn_bakar_masak,pemukiman_kumuh,pemukiman_bantaran,jml_paud_tk,jml_sd_sederajat,jml_smp_sederajat,jml_sma_sederajat,jml_akademi_pt,jml_rs_rsb,jml_puskesmas_pustu,jml_poli_dokter,jml_bersalin_bidan,jml_poskesdes_polindes,jml_dr_drg,jml_bank,status
PDS-24808,3,1,1.0,2,2,2,4,4,1,2,0,0,1,0,1,0,0,0,DESA
PDS-5498,1,1,1.0,2,2,1,16,7,1,0,0,0,1,1,1,1,0,0,DESA
PDS-3876,3,1,1.0,2,2,1,2,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-3627,3,1,0.9983164983164983,2,2,0,1,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-19804,3,1,1.0,2,2,0,0,3,1,1,0,0,1,0,0,2,0,0,DESA
PDS-16830,3,1,1.0,2,2,1,4,11,5,2,0,0,1,0,1,0,0,0,DESA
PDS-6753,3,1,1.0,2,1,2,2,3,1,0,0,0,0,1,5,0,1,0,DESA
PDS-5112,3,3,1.0,2,2,2,2,3,1,1,0,0,0,2,1,2,1,0,DESA
PDS-14158,3,1,1.0,2,2,0,6,4,1,0,0,0,1,3,1,0,7,0,DESA
PDS-16013,3,4,1.0,2,2,2,4,2,0,2,0,0,0,1,1,1,0,1,KELURAHAN
PDS-3556,3,1,1.0,2,2,0,2,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-10387,3,4,1.0,2,2,2,4,4,0,1,0,0,0,1,1,1,1,1,KELURAHAN
PDS-20641,3,1,1.0,2,1,0,10,6,2,3,0,1,1,4,4,0,3,1,DESA
PDS-11060,3,1,1.0,2,2,2,4,3,1,0,0,0,0,0,2,0,0,1,DESA
PDS-2527,3,1,1.0,2,2,2,4,2,2,1,0,0,0,0,0,0,0,0,KELURAHAN
PDS-15033,3,1,1.0,2,2,0,8,2,0,0,0,0,1,0,1,0,0,0,DESA
PDS-22290,3,1,1.0,3,1,2,4,5,1,0,0,0,1,0,1,1,0,0,DESA
PDS-20848,3,1,1.0,2,2,0,2,2,0,0,0,0,0,0,1,2,0,0,DESA
PDS-1169,1,1,1.0,5,2,2,4,3,0,0,0,0,0,0,1,1,0,0,DESA
PDS-16137,3,1,1.0,2,2,2,10,4,1,0,0,0,0,0,2,1,0,0,DESA
PDS-7893,3,1,1.0,2,2,2,2,2,2,1,0,1,1,2,1,0,3,1,DESA
PDS-3150,3,1,1.0,2,2,0,2,1,0,0,0,0,0,0,0,2,0,0,DESA
PDS-12007,3,1,1.0,2,2,2,4,2,1,1,0,0,0,1,1,2,0,0,DESA
PDS-17265,3,1,1.0,2,2,2,0,2,1,0,0,0,1,0,1,0,0,0,DESA
PDS-13440,3,1,1.0,2,2,2,2,3,0,0,0,0,0,0,0,1,1,0,DESA
PDS-1468,3,1,1.0,3,2,2,2,1,1,0,0,0,0,0,2,1,0,0,DESA
PDS-8155,3,3,1.0,2,1,1,10,4,2,2,0,0,0,0,5,0,0,0,DESA
PDS-21649,3,1,1.0,2,2,2,4,3,1,0,0,0,1,2,2,1,1,1,DESA
PDS-13834,3,3,1.0,2,2,2,2,2,0,0,0,0,1,0,1,1,0,0,DESA
PDS-12154,3,3,1.0,3,2,2,2,1,0,0,0,0,0,1,1,1,1,2,DESA
PDS-16837,3,1,1.0,2,2,2,2,3,0,0,0,0,0,0,1,1,0,0,DESA
PDS-23350,1,1,1.0,5,2,2,0,6,2,0,0,0,1,1,1,1,0,0,DESA
PDS-4138,1,1,1.0,2,2,2,2,9,5,4,1,0,0,0,0,2,0,0,DESA
PDS-22345,3,1,1.0,2,2,2,0,4,1,1,0,0,1,1,2,1,2,0,DESA
PDS-4151,3,1,1.0,2,2,2,4,3,0,0,0,0,0,0,0,1,0,0,DESA
PDS-6469,3,3,1.0,2,2,0,2,2,1,0,0,0,0,3,2,1,3,0,DESA
PDS-14018,3,1,1.0,2,2,2,2,2,1,1,0,0,0,1,1,1,2,0,DESA
PDS-16964,3,4,1.0,3,2,2,16,8,2,2,0,2,0,0,0,0,77,2,KELURAHAN
PDS-6572,1,1,0.8250226654578422,2,2,1,2,5,1,0,0,0,1,0,0,0,0,0,DESA
PDS-15367,3,6,1.0,2,2,0,0,3,5,4,3,1,1,2,0,0,4,33,KELURAHAN
PDS-21716,1,1,1.0,5,2,1,6,3,1,0,0,0,0,0,0,1,0,0,DESA
PDS-20524,3,3,1.0,2,2,0,4,4,2,1,0,0,0,5,5,0,8,0,DESA
PDS-15156,3,1,0.9974204643164231,2,2,2,0,7,1,0,0,0,0,1,1,1,0,0,DESA
PDS-13780,3,1,1.0,2,2,0,4,2,0,0,0,0,1,0,2,0,0,0,DESA
PDS-0868,3,3,1.0,2,2,2,2,2,0,0,0,0,1,1,1,0,0,1,DESA
PDS-24538,3,1,0.9231111111111111,2,1,1,4,4,1,2,0,0,1,3,1,0,1,1,DESA
PDS-21651,3,1,1.0,2,2,2,4,3,2,0,0,0,0,0,4,1,0,0,DESA
PDS-0403,3,1,1.0,2,2,2,2,4,1,0,0,0,1,0,1,2,0,0,DESA
PDS-4429,3,1,1.0,2,2,2,15,3,0,0,0,1,1,1,3,1,2,2,KELURAHAN
PDS-3058,3,1,1.0,2,2,0,6,4,0,0,0,0,1,1,2,0,4,0,DESA
PDS-23120,3,1,1.0,2,2,2,2,3,0,0,0,0,0,0,2,0,0,0,DESA
PDS-7061,3,1,1.0,2,2,2,10,4,1,1,0,0,1,1,3,0,1,1,DESA
PDS-16549,3,1,1.0,5,2,2,2,3,1,0,0,0,0,0,1,1,0,0,DESA
PDS-14864,3,1,1.0,2,2,2,6,12,2,1,0,0,1,1,8,2,2,1,DESA
PDS-10391,3,1,1.0,2,2,2,2,6,1,1,0,0,1,1,3,0,0,1,DESA
PDS-11348,3,1,1.0,2,2,1,4,6,2,3,0,0,1,2,3,0,6,1,DESA
PDS-12213,1,1,1.0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,DESA
PDS-3318,3,1,1.0,2,2,2,2,1,0,1,0,0,0,0,2,1,1,4,DESA
PDS-12119,3,1,1.0,2,2,2,4,2,2,0,0,0,1,0,1,0,0,0,DESA
PDS-7866,3,1,1.0,2,2,2,4,3,1,1,0,0,0,2,1,2,1,1,DESA
PDS-12127,3,1,1.0,2,2,2,6,3,1,0,0,0,1,1,0,0,2,0,DESA
PDS-6852,3,1,1.0,2,2,2,4,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-18232,3,1,1.0,5,2,2,8,3,0,0,0,0,1,0,0,0,0,0,DESA
PDS-17719,3,1,1.0,2,2,1,3,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-21005,3,1,1.0,2,2,2,7,1,0,0,0,0,1,0,0,1,1,0,KELURAHAN
PDS-23560,1,1,1.0,2,2,2,6,4,1,0,0,0,0,0,1,1,0,0,DESA
PDS-6998,3,4,1.0,2,2,0,2,1,1,1,0,0,0,0,2,1,0,0,DESA
PDS-24255,2,1,1.0,2,2,1,6,4,1,1,0,0,1,0,1,0,0,0,DESA
PDS-0707,3,1,1.0,2,2,2,4,5,0,0,0,0,0,0,0,1,0,0,DESA
PDS-3492,1,1,1.0,5,2,2,2,3,0,0,0,0,1,0,3,1,0,0,DESA
PDS-15340,3,1,1.0,2,2,2,4,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-4574,3,4,1.0,2,2,2,2,1,1,2,0,0,1,0,1,1,0,0,DESA
PDS-13248,3,1,1.0,2,2,2,0,3,1,1,0,0,1,0,1,0,0,0,DESA
PDS-15824,3,1,1.0,2,2,0,4,2,0,0,0,0,1,0,2,1,1,0,DESA
PDS-20983,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,2,0,0,DESA
PDS-7055,3,1,1.0,2,2,2,2,2,1,0,0,0,1,1,0,0,1,0,DESA
PDS-5581,3,1,1.0,2,2,2,9,4,0,0,0,0,1,2,3,0,2,0,DESA
PDS-3152,3,1,1.0,2,2,2,4,2,0,1,0,0,0,2,5,1,0,0,DESA
PDS-6618,3,1,0.9961117002474372,3,2,2,2,5,1,0,0,0,0,0,2,0,0,0,DESA
PDS-11992,3,1,1.0,2,2,2,6,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-4023,1,1,1.0,5,2,1,2,1,1,0,0,0,0,0,1,1,0,0,DESA
PDS-19470,3,3,1.0,2,2,0,8,3,1,0,0,0,2,1,3,0,2,0,DESA
PDS-2608,3,4,1.0,2,2,0,6,3,3,2,0,0,1,0,3,0,1,1,DESA
PDS-11631,3,1,1.0,2,2,2,8,3,2,0,0,0,0,0,2,1,0,0,DESA
PDS-9119,1,1,1.0,2,2,2,6,7,2,0,0,0,1,0,5,1,1,0,DESA
PDS-9183,3,1,1.0,2,2,2,2,2,2,0,0,0,1,0,1,1,0,0,DESA
PDS-2430,3,6,1.0,2,1,1,4,4,3,7,2,2,1,6,3,1,35,26,DESA
PDS-16631,3,1,1.0,2,2,2,4,1,0,0,0,0,0,0,3,0,0,0,DESA
PDS-3816,2,1,1.0,5,2,2,6,2,1,0,0,0,0,0,1,1,0,0,DESA
PDS-18917,3,1,1.0,2,2,0,2,1,0,0,0,0,0,0,1,2,0,0,DESA
PDS-22647,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,2,1,0,0,DESA
PDS-0836,3,3,1.0,2,2,1,12,8,3,6,0,0,0,3,3,0,1,0,DESA
PDS-13257,3,1,1.0,2,2,2,2,2,0,0,0,0,1,1,1,1,2,0,DESA
PDS-20684,3,1,1.0,2,2,2,2,3,1,0,0,0,0,0,2,1,0,0,DESA
PDS-8625,3,6,1.0,3,2,2,2,2,0,0,0,0,1,0,1,0,0,0,KELURAHAN
PDS-1174,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,2,1,0,0,DESA
PDS-19014,3,4,1.0,2,2,2,5,2,1,1,0,0,0,1,2,1,5,2,KELURAHAN
PDS-8103,3,4,1.0,2,2,2,0,2,0,0,0,0,0,0,2,0,0,0,DESA
PDS-16118,3,3,1.0,2,2,2,12,5,2,2,0,0,1,2,2,1,2,0,DESA
PDS-8099,3,1,1.0,2,2,0,4,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-4952,1,1,1.0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,DESA
PDS-15195,3,3,1.0,2,1,0,6,1,1,0,0,0,0,0,1,0,0,0,DESA
PDS-16635,3,1,0.9990913221263062,2,2,2,6,6,1,0,0,0,0,1,1,1,1,0,DESA
PDS-25006,3,1,1.0,2,2,2,4,2,0,0,0,0,0,1,1,0,2,0,DESA
PDS-18606,1,1,1.0,2,2,0,2,1,0,0,0,0,0,0,0,1,0,0,DESA
PDS-7796,3,4,1.0,2,2,2,4,2,0,0,0,0,1,2,1,0,1,2,DESA
PDS-23364,3,3,1.0,2,2,1,8,2,1,1,1,1,0,2,1,2,4,1,DESA
PDS-3408,3,3,1.0,3,2,0,2,0,0,0,0,0,0,2,0,1,2,0,KELURAHAN
PDS-19386,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-15785,3,1,1.0,2,2,2,2,2,1,1,0,0,0,4,1,1,2,0,DESA
PDS-8964,3,1,1.0,2,2,0,8,4,1,0,0,0,0,1,1,1,1,0,DESA
PDS-1998,3,1,1.0,2,2,2,2,1,1,0,0,0,0,2,1,1,2,1,DESA
PDS-20360,3,1,1.0,2,2,2,2,2,0,0,0,0,1,1,2,1,0,0,DESA
PDS-21167,1,1,1.0,5,2,0,8,7,2,1,0,0,1,0,4,0,2,3,DESA
PDS-5630,1,1,1.0,5,2,0,4,2,0,0,0,0,0,0,0,1,0,0,DESA
PDS-4003,3,1,1.0,2,2,0,4,5,0,0,0,0,1,0,2,0,0,0,DESA
PDS-20520,3,7,1.0,2,2,1,20,9,1,4,0,0,1,3,7,0,5,0,KELURAHAN
PDS-4754,1,1,1.0,2,2,2,10,6,2,1,0,0,0,0,1,2,0,0,DESA
PDS-24011,2,1,1.0,2,2,1,2,4,2,1,0,0,1,0,0,0,0,0,DESA
PDS-16957,3,1,1.0,2,2,2,6,2,1,1,0,0,1,1,1,1,2,0,DESA
PDS-3682,3,1,1.0,2,2,2,10,4,1,0,0,1,1,0,3,1,0,5,DESA
PDS-7449,3,1,1.0,2,2,2,6,5,0,0,0,0,0,0,1,1,0,0,DESA
PDS-18615,3,1,1.0,3,2,2,2,2,1,0,0,0,0,0,2,2,0,0,DESA
PDS-13136,1,3,1.0,2,2,2,6,2,2,1,0,0,1,1,2,0,5,0,DESA
PDS-3986,3,7,1.0,2,2,2,19,4,2,1,0,0,1,1,1,0,0,3,KELURAHAN
PDS-20208,3,1,1.0,2,2,2,6,3,0,0,0,0,0,0,0,1,0,0,DESA
PDS-9206,3,1,1.0,2,2,2,5,3,2,1,0,1,1,3,4,0,0,2,DESA
PDS-19368,1,1,1.0,2,2,2,8,4,0,0,0,0,0,0,0,1,0,0,DESA
PDS-4278,1,1,1.0,5,2,0,2,2,1,0,0,0,0,0,1,1,0,0,DESA
PDS-3667,3,4,1.0,2,2,2,12,6,4,2,1,1,1,1,4,0,0,0,DESA
PDS-8413,1,1,1.0,2,1,2,0,3,1,0,0,0,0,0,0,1,0,0,DESA
PDS-18440,3,1,1.0,5,2,2,2,3,1,1,0,0,1,0,2,0,0,0,DESA
PDS-6521,3,4,1.0,2,2,2,2,6,1,3,2,0,1,6,2,0,2,0,KELURAHAN
PDS-23198,3,1,1.0,2,2,2,6,3,0,0,0,0,0,1,1,1,0,0,DESA
PDS-17608,3,1,1.0,2,2,2,4,4,3,0,0,0,1,0,1,0,0,0,DESA
PDS-15465,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,DESA
PDS-11832,3,1,1.0,2,2,1,4,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-16929,3,1,1.0,2,2,2,2,5,2,2,0,0,1,2,2,0,4,1,DESA
PDS-1205,3,1,1.0,2,2,1,4,3,0,0,0,0,0,0,1,1,0,0,DESA
PDS-2884,3,1,1.0,5,2,0,10,2,1,2,0,0,0,0,0,1,0,0,DESA
PDS-8614,1,1,1.0,5,2,2,4,2,0,0,0,0,1,0,1,1,0,0,DESA
PDS-9258,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,2,1,0,0,DESA
PDS-7243,3,3,1.0,2,2,2,14,5,0,0,0,0,0,6,8,0,4,2,DESA
PDS-2638,3,1,1.0,2,2,0,2,2,0,0,0,0,0,0,1,2,0,0,DESA
PDS-23080,3,4,1.0,2,2,2,10,7,4,2,0,0,0,2,1,2,2,3,DESA
PDS-18253,3,1,1.0,2,1,1,6,3,2,1,0,0,0,1,4,0,0,0,DESA
PDS-24629,3,3,1.0,2,1,1,2,2,1,0,0,0,1,0,1,0,0,0,DESA
PDS-0878,3,1,1.0,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,DESA
PDS-24954,3,1,1.0,2,2,2,2,2,1,0,0,0,0,2,2,1,3,0,DESA
PDS-4380,3,4,1.0,2,2,0,2,1,0,0,0,0,0,3,1,2,3,2,KELURAHAN
PDS-11958,3,1,1.0,2,2,2,4,2,1,0,0,0,0,0,2,1,0,0,DESA
PDS-3909,3,1,0.9983368971252079,5,2,2,12,7,4,2,0,0,0,0,1,2,0,0,DESA
PDS-10764,3,7,1.0,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,DESA
PDS-7689,3,3,1.0,2,1,2,9,4,2,0,0,1,1,2,1,2,2,3,DESA
PDS-23506,3,4,1.0,2,1,2,4,3,1,0,0,0,0,2,2,0,2,0,KELURAHAN
PDS-8076,3,1,1.0,2,2,2,2,2,1,0,0,0,0,0,1,1,0,0,DESA
PDS-14636,3,1,1.0,2,2,2,8,4,0,0,0,0,0,0,1,1,1,0,DESA
PDS-13162,3,3,1.0,2,1,1,22,7,2,0,0,0,1,4,5,1,1,3,DESA
PDS-6480,3,6,1.0,2,2,0,4,6,3,3,1,2,1,4,1,0,3,1,KELURAHAN
PDS-4712,3,1,1.0,2,2,2,6,5,1,0,0,0,0,1,2,1,0,3,DESA
PDS-18435,3,1,1.0,2,2,2,2,2,1,0,0,0,0,0,1,1,0,0,DESA
PDS-12477,3,1,1.0,2,2,2,4,3,1,0,0,0,0,0,1,1,0,0,DESA
PDS-0990,3,1,1.0,2,2,2,4,4,1,1,0,0,0,0,2,0,0,0,KELURAHAN
PDS-2683,3,1,0.0,2,2,0,4,6,2,2,0,0,0,0,1,2,0,0,DESA
PDS-9703,3,1,1.0,2,2,0,4,4,0,0,0,0,1,0,2,2,0,0,DESA
PDS-17393,3,1,1.0,2,2,2,2,1,0,0,0,0,0,1,1,1,0,0,DESA
PDS-19035,3,1,1.0,2,2,2,4,3,0,0,0,0,0,0,1,1,0,0,DESA
PDS-11197,3,1,1.0,2,2,2,4,1,1,0,0,0,0,0,1,0,0,0,DESA
PDS-7788,3,1,1.0,2,2,2,4,3,0,0,0,0,0,0,0,1,0,0,DESA
PDS-18261,3,1,1.0,2,2,2,0,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-16100,3,6,1.0,2,2,2,4,1,0,0,1,0,0,3,1,0,1,0,DESA
PDS-3824,1,1,1.0,5,2,2,12,3,0,0,0,0,0,0,1,0,0,0,DESA
PDS-8447,3,3,1.0,2,2,2,6,1,0,0,0,0,0,3,4,2,3,0,DESA
PDS-19465,3,4,1.0,2,1,2,2,8,2,0,0,0,1,2,5,0,0,0,KELURAHAN
PDS-5160,3,1,1.0,2,1,1,0,6,2,1,0,0,0,1,4,1,1,2,DESA
PDS-22991,1,1,1.0,5,2,2,2,0,0,0,0,0,0,0,0,1,0,0,DESA
PDS-17144,3,1,1.0,2,2,1,4,2,2,0,0,0,0,1,3,1,0,1,DESA
PDS-0655,3,4,1.0,3,2,1,20,10,2,3,0,3,1,4,7,1,4,16,KELURAHAN
PDS-5813,3,1,1.0,2,2,2,2,1,0,0,0,0,1,0,1,0,0,0,DESA
PDS-2893,3,4,1.0,2,1,2,10,4,3,1,0,1,2,4,7,0,20,7,KELURAHAN
PDS-16180,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,DESA
PDS-23618,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-5637,3,1,0.7309417040358744,2,2,1,6,3,2,1,0,0,0,0,4,0,0,0,DESA
PDS-9613,3,1,1.0,2,2,1,4,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-3045,3,1,1.0,2,2,2,4,3,0,0,0,1,0,0,1,1,0,1,KELURAHAN
PDS-23197,3,1,1.0,2,2,0,2,1,0,0,0,0,1,0,1,0,0,1,DESA
PDS-8446,3,1,1.0,2,1,2,10,5,1,2,0,0,2,1,8,0,0,1,DESA
PDS-22297,3,1,1.0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,KELURAHAN
PDS-6160,3,1,1.0,2,2,2,4,2,0,0,0,0,1,0,1,0,0,0,DESA
PDS-13516,3,4,1.0,1,2,0,8,5,1,1,0,1,0,1,1,1,0,1,KELURAHAN
PDS-12570,3,1,1.0,2,2,1,0,3,1,0,0,0,0,0,0,1,0,0,DESA
PDS-6023,3,1,1.0,2,2,2,2,3,0,0,0,0,1,2,1,1,2,2,DESA
PDS-5093,3,4,1.0,2,2,0,6,3,2,1,0,1,1,5,4,1,9,0,DESA
PDS-13570,3,4,1.0,2,1,1,10,12,5,8,3,0,2,7,4,0,9,2,KELURAHAN
PDS-11212,1,1,1.0,5,2,2,2,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-11222,3,1,1.0,2,2,2,2,4,0,0,0,0,1,0,2,0,0,0,DESA
PDS-18820,3,6,1.0,2,2,1,2,3,1,0,0,0,1,3,3,0,2,1,KELURAHAN
PDS-23009,3,1,0.0,2,2,0,6,6,1,0,0,0,0,0,2,0,0,0,DESA
PDS-20189,2,1,1.0,2,2,2,8,5,2,1,0,0,1,3,2,2,2,3,DESA
PDS-17516,3,1,1.0,3,2,0,4,2,0,0,0,0,0,1,1,1,0,0,DESA
PDS-3660,1,1,1.0,2,2,2,4,2,2,1,0,0,1,2,1,2,0,0,DESA
PDS-3327,3,1,1.0,2,2,1,1,3,0,0,0,0,0,0,1,0,0,0,DESA
PDS-9466,1,1,1.0,2,2,1,4,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-15034,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-2664,3,1,1.0,2,2,2,4,2,0,0,0,0,0,0,0,1,0,0,DESA
PDS-21541,3,1,1.0,2,2,2,2,3,1,0,0,0,1,0,1,2,0,0,DESA
PDS-11674,1,1,1.0,5,2,2,2,3,1,0,0,0,0,0,0,0,0,0,DESA
PDS-24807,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-1928,3,1,1.0,3,2,2,4,3,1,1,0,0,0,0,2,1,0,0,DESA
PDS-20214,3,1,1.0,2,2,2,2,3,1,0,0,0,0,0,1,0,0,0,DESA
PDS-14133,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,2,1,0,0,DESA
PDS-23676,3,1,1.0,2,2,2,4,3,1,1,0,0,0,1,1,1,1,0,DESA
PDS-2881,3,7,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,1,0,DESA
PDS-13563,3,1,1.0,5,2,0,0,1,0,0,0,0,0,0,1,2,0,0,DESA
PDS-9495,1,1,0.9993098688750862,2,2,2,8,4,1,0,0,0,1,0,1,0,0,0,DESA
PDS-19387,3,4,1.0,2,1,1,12,11,2,3,1,3,0,3,1,0,1,0,KELURAHAN
PDS-24632,2,1,1.0,2,2,2,0,1,1,0,0,0,0,0,1,1,0,0,DESA
PDS-22495,1,1,1.0,5,2,2,2,2,0,0,0,0,1,0,1,1,0,0,DESA
PDS-16196,3,1,0.9810246679316889,2,1,1,0,6,3,1,0,0,0,0,1,1,0,0,DESA
PDS-4621,3,1,1.0,2,2,2,6,2,1,0,0,0,1,0,1,0,1,0,DESA
PDS-0943,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-23983,3,4,1.0,3,2,2,4,2,1,0,0,0,1,1,2,1,1,0,DESA
PDS-23123,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0,DESA
PDS-16578,3,3,1.0,2,2,2,2,3,0,0,0,0,0,0,1,1,0,0,DESA
PDS-16523,3,1,1.0,5,2,2,6,3,0,0,0,0,0,0,1,1,0,0,DESA
PDS-8369,3,1,1.0,3,2,2,10,6,2,0,0,0,1,0,3,2,0,0,DESA
PDS-8628,3,3,1.0,2,2,2,2,2,1,1,0,0,0,0,2,2,0,0,DESA
PDS-16693,3,1,1.0,2,2,2,0,2,0,0,0,0,1,0,0,0,0,0,DESA
PDS-17950,1,1,0.9750996015936255,2,2,2,8,5,1,0,0,1,3,2,2,1,2,3,DESA
PDS-12157,3,1,1.0,2,1,1,4,3,1,1,0,0,0,2,2,1,0,0,DESA
PDS-6728,3,1,0.7008547008547008,2,1,2,6,3,1,0,0,0,1,0,1,0,0,0,DESA
PDS-19430,3,6,1.0,3,1,2,6,4,1,0,0,1,1,7,0,0,5,9,KELURAHAN
PDS-23705,3,3,1.0,2,2,2,6,2,1,0,0,0,0,1,1,1,3,0,KELURAHAN
PDS-12818,3,1,1.0,2,2,2,4,2,1,1,0,0,1,1,1,1,1,1,DESA
PDS-19550,3,1,1.0,2,2,0,8,8,3,1,0,0,1,3,4,0,3,4,DESA
PDS-23818,3,1,0.997131931166348,2,2,2,2,2,0,0,0,0,1,0,1,0,0,0,DESA
PDS-2624,3,1,1.0,2,2,2,6,2,0,0,0,0,0,0,3,1,0,0,DESA
PDS-8535,3,1,1.0,2,2,1,0,1,0,0,0,0,0,2,3,2,1,0,DESA
PDS-18302,3,1,0.9992481203007518,2,2,2,5,2,0,1,0,0,1,0,1,0,0,0,DESA
PDS-16616,3,3,0.9998468371879308,2,1,1,10,9,3,0,0,0,1,7,2,0,1,2,DESA
PDS-8372,3,1,1.0,2,2,1,6,4,2,3,0,0,2,0,2,0,0,0,DESA
PDS-18522,3,1,1.0,2,2,0,4,1,0,0,0,0,1,0,1,2,0,0,DESA
PDS-0738,3,1,1.0,2,2,0,4,4,0,0,0,0,0,0,1,1,0,0,DESA
PDS-19027,3,3,1.0,2,2,1,6,4,2,1,0,2,0,15,2,0,9,3,KELURAHAN
PDS-21820,3,1,1.0,2,2,2,2,4,0,0,0,0,0,0,2,1,0,0,DESA
PDS-14058,1,1,1.0,2,2,2,0,1,1,0,0,0,0,0,1,1,0,0,DESA
PDS-14880,3,1,1.0,2,2,2,6,3,0,2,0,0,2,3,2,0,1,0,DESA
PDS-14250,1,1,1.0,2,2,2,6,5,0,0,0,0,0,0,1,1,0,0,DESA
PDS-20091,3,3,1.0,2,2,2,2,3,0,0,0,0,0,0,1,1,0,0,DESA
PDS-19354,3,1,1.0,2,2,2,4,2,0,0,0,0,1,0,1,0,0,0,DESA
PDS-9514,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-10188,3,1,1.0,2,2,2,2,3,0,0,0,0,1,0,0,1,1,0,KELURAHAN
PDS-6496,3,4,1.0,2,1,1,14,14,4,3,0,0,2,6,3,0,8,1,KELURAHAN
PDS-0756,1,1,1.0,3,2,2,24,4,3,3,0,0,1,0,2,1,0,0,DESA
PDS-24497,3,1,1.0,2,1,0,6,3,0,0,0,0,1,0,2,1,0,0,DESA
PDS-18913,3,1,1.0,2,2,1,2,3,0,0,0,0,0,1,0,1,1,0,DESA
PDS-15803,3,1,1.0,2,2,1,6,10,1,3,1,0,0,5,1,0,4,3,KELURAHAN
PDS-22037,1,1,1.0,2,2,2,2,6,3,0,0,0,1,0,0,1,0,0,DESA
PDS-20934,3,1,1.0,2,2,2,10,5,2,2,0,0,1,3,4,1,0,3,DESA
PDS-6201,1,1,1.0,5,2,2,8,4,2,1,0,0,1,1,2,0,0,0,DESA
PDS-16454,3,1,1.0,2,1,0,4,4,2,2,0,0,1,2,2,2,0,0,DESA
PDS-8085,3,1,1.0,2,2,1,4,2,1,0,0,0,0,0,1,1,0,0,DESA
PDS-15048,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,DESA
PDS-22936,3,3,1.0,2,2,2,2,2,0,0,0,0,0,1,2,1,1,0,DESA
PDS-5683,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0,DESA
PDS-24225,3,4,1.0,2,1,1,6,5,3,4,0,1,1,6,5,0,6,1,KELURAHAN
PDS-15654,3,1,1.0,2,2,2,8,1,2,2,0,0,0,0,2,0,0,0,KELURAHAN
PDS-25219,1,1,1.0,2,2,2,4,2,1,0,0,0,0,0,0,1,0,0,DESA
PDS-18065,3,1,1.0,2,2,2,4,4,1,1,0,0,1,0,2,1,0,0,DESA
PDS-7558,3,1,1.0,2,2,2,2,1,2,3,0,0,2,3,1,2,1,0,DESA
PDS-8570,1,1,1.0,2,2,2,2,3,0,0,0,0,1,0,2,2,0,1,DESA
PDS-9662,3,1,1.0,2,2,2,6,2,1,1,0,0,1,0,1,0,0,0,DESA
PDS-15735,3,1,1.0,2,2,1,6,1,1,1,0,0,0,0,1,1,0,0,DESA
PDS-5962,3,1,1.0,3,2,2,4,2,0,0,0,0,1,0,3,0,0,0,DESA
PDS-23128,3,1,1.0,2,2,1,2,3,1,0,0,0,1,0,0,1,0,0,DESA
PDS-7869,3,3,1.0,2,1,2,8,3,1,0,0,0,0,0,1,0,0,0,DESA
PDS-1270,1,1,1.0,2,2,2,8,4,3,2,0,0,0,0,0,2,0,0,DESA
