id,topografi,pekerjaan_utama,prop_pln,bhn_bakar_masak,pemukiman_kumuh,pemukiman_bantaran,jml_paud_tk,jml_sd_sederajat,jml_smp_sederajat,jml_sma_sederajat,jml_akademi_pt,jml_rs_rsb,jml_puskesmas_pustu,jml_poli_dokter,jml_bersalin_bidan,jml_poskesdes_polindes,jml_dr_drg,jml_bank
PDS-19153,3,1,1.0,3,2,2,8,2,1,0,0,0,1,0,1,0,0,0
PDS-19157,3,1,0.9276094276094277,2,1,2,8,4,1,0,0,0,0,0,1,1,0,0
PDS-19158,3,3,1.0,2,1,1,0,5,1,2,0,0,1,0,1,0,0,0
PDS-19165,3,3,1.0,2,2,1,2,3,3,4,0,0,0,0,1,1,3,0
PDS-19167,3,4,1.0,2,2,2,6,2,0,0,0,0,0,0,2,1,0,0
PDS-19168,3,4,1.0,2,2,2,14,7,3,2,0,0,1,8,1,0,15,14
PDS-19170,3,4,1.0,2,2,2,6,6,4,0,0,3,1,6,4,1,7,4
PDS-19171,3,4,1.0,2,1,2,16,2,0,0,1,0,0,4,0,0,3,2
PDS-19174,3,1,1.0,5,2,2,10,5,2,1,0,0,0,0,3,1,0,0
PDS-19175,3,1,1.0,2,2,2,10,2,0,0,0,0,0,0,2,1,0,0
PDS-19177,1,1,1.0,2,2,2,2,2,0,0,0,0,1,0,1,1,0,0
PDS-19182,3,1,1.0,2,2,1,6,2,1,1,0,0,0,1,1,2,0,0
PDS-19188,3,4,1.0,2,2,2,14,5,1,4,0,0,0,3,1,2,1,1
PDS-19191,1,1,1.0,5,2,2,4,3,1,0,0,0,1,0,1,0,0,0
PDS-19195,1,1,0.9976717112922002,2,2,0,2,2,2,0,0,0,1,0,0,0,0,0
PDS-19199,3,1,1.0,5,2,2,0,4,0,0,0,0,0,0,0,0,0,0
PDS-19202,3,1,1.0,2,2,1,16,6,1,2,0,0,0,2,1,0,0,1
PDS-19204,3,1,1.0,2,1,2,2,2,0,1,0,0,0,1,1,1,1,0
PDS-19207,3,3,1.0,2,2,0,3,2,1,0,0,0,1,0,3,1,0,0
PDS-19209,3,1,1.0,2,2,2,2,1,0,0,0,0,1,0,1,0,0,0
PDS-19213,3,1,1.0,2,2,2,5,4,1,0,0,0,0,1,2,1,0,1
PDS-19217,3,1,1.0,5,2,1,2,3,1,1,0,0,0,0,1,0,0,0
PDS-19219,3,1,1.0,2,2,2,4,2,2,1,0,0,0,0,1,1,0,0
PDS-19223,3,1,1.0,2,1,2,6,2,0,0,0,1,0,1,3,1,3,5
PDS-19224,3,1,1.0,5,2,1,0,3,1,0,0,0,1,0,1,0,0,0
PDS-19226,3,1,1.0,2,2,2,5,4,1,3,0,0,1,1,3,0,2,2
PDS-19234,3,1,1.0,2,2,2,9,3,0,1,1,0,0,2,1,0,6,3
PDS-19239,3,1,1.0,2,2,2,6,2,7,1,0,0,1,1,1,2,0,0
PDS-19251,3,1,1.0,2,2,2,0,2,0,0,0,0,0,0,1,1,0,0
PDS-19256,3,3,1.0,3,2,2,8,4,1,0,0,1,0,3,9,0,4,5
PDS-19257,3,1,0.5364806866952789,2,2,0,0,1,1,1,0,0,0,0,1,2,0,0
PDS-19260,3,1,1.0,2,2,2,12,6,2,1,0,0,1,2,2,1,1,1
PDS-19263,3,4,1.0,2,2,2,1,5,1,0,0,0,1,0,2,0,0,0
PDS-19276,3,4,1.0,2,1,1,26,3,2,0,1,0,1,3,7,0,2,1
PDS-19281,3,1,1.0,3,2,1,0,3,1,0,0,0,0,0,0,0,0,0
PDS-19283,3,1,1.0,5,2,2,2,4,2,1,0,0,0,0,2,0,0,0
PDS-19289,3,1,1.0,2,2,0,2,1,1,2,1,0,0,0,1,1,0,0
PDS-19297,3,1,1.0,2,2,2,10,3,0,1,0,1,0,1,1,1,2,0
PDS-19300,3,1,1.0,2,2,0,4,2,0,0,0,0,1,0,0,1,0,0
PDS-19308,3,1,1.0,2,2,2,14,5,1,3,0,1,0,4,3,2,4,4
PDS-19316,3,1,1.0,2,1,1,10,4,3,3,0,0,1,0,1,1,0,0
PDS-19331,1,1,1.0,2,2,2,0,3,0,0,0,0,1,1,1,1,0,0
PDS-19334,3,1,1.0,2,2,2,6,2,1,0,0,0,0,2,1,0,4,0
PDS-19335,3,1,1.0,3,2,2,4,2,1,0,0,0,0,2,0,1,3,0
PDS-19338,1,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0
PDS-19343,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0
PDS-19346,3,1,1.0,3,2,2,2,1,0,0,0,0,0,0,1,1,0,0
PDS-19349,3,6,1.0,2,2,0,10,2,2,2,0,0,1,3,1,0,4,1
PDS-19357,3,4,1.0,2,2,1,2,1,0,0,0,0,0,0,0,1,0,0
PDS-19361,3,3,1.0,2,2,2,0,3,2,1,0,0,0,0,1,1,0,0
PDS-19363,3,1,1.0,5,2,2,2,2,1,1,0,0,1,0,1,0,0,0
PDS-19364,3,1,1.0,2,2,2,6,2,2,0,0,0,1,1,2,1,1,0
PDS-19375,3,1,1.0,2,2,2,4,7,1,1,0,0,0,1,3,2,1,0
PDS-19390,3,1,1.0,2,2,1,4,4,2,6,0,0,0,0,1,0,0,0
PDS-19393,1,1,1.0,5,2,2,2,3,1,0,0,0,1,0,1,0,0,0
PDS-19394,3,1,1.0,2,2,2,6,3,0,0,0,0,0,0,1,1,0,0
PDS-19405,3,1,1.0,2,2,2,2,17,1,3,0,0,1,0,0,2,0,0
PDS-19415,3,4,1.0,3,2,2,16,6,4,4,0,0,1,6,1,1,4,2
PDS-19421,1,1,0.8961038961038961,5,2,0,2,1,0,0,0,0,0,0,2,1,0,0
PDS-19427,3,6,1.0,2,2,2,6,3,0,0,0,0,1,2,0,1,1,0
PDS-19431,3,4,1.0,3,2,2,6,6,3,4,3,3,1,8,1,1,3,3
PDS-19441,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,2,2,0,0
PDS-19447,1,1,0.9859719438877755,2,2,2,2,1,0,0,0,0,1,0,0,2,0,0
PDS-19457,1,4,1.0,2,1,1,8,3,3,1,0,0,2,4,3,1,4,1
PDS-19458,3,1,1.0,2,2,2,4,3,1,0,0,0,1,0,1,0,0,0
PDS-19460,3,6,1.0,2,2,2,2,4,1,1,0,0,0,3,3,1,0,1
PDS-19466,3,1,0.9978540772532188,2,2,1,2,3,0,0,0,0,0,0,1,1,0,0
PDS-19478,1,1,1.0,2,2,2,2,1,0,1,0,0,0,0,1,1,0,0
PDS-19482,3,1,1.0,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0
PDS-19484,3,6,1.0,2,2,1,0,2,0,0,0,0,0,0,1,0,0,0
PDS-19489,3,1,1.0,2,2,2,6,8,4,1,0,0,0,0,0,3,0,0
PDS-19493,2,1,1.0,5,2,0,2,1,0,0,0,0,1,0,1,0,0,0
PDS-19494,3,6,1.0,2,1,2,20,14,8,6,0,3,1,20,4,0,13,6
PDS-19502,3,1,1.0,2,2,2,4,3,0,0,0,0,0,0,0,1,0,0
PDS-19504,3,1,1.0,2,2,2,6,3,1,0,0,0,1,1,2,0,0,1
PDS-19509,1,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0
PDS-19521,3,1,1.0,2,2,1,6,3,1,0,0,0,1,3,1,0,2,0
PDS-19523,3,4,0.9974785678265254,2,2,1,4,2,0,0,0,0,0,2,1,1,4,1
PDS-19529,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,2,1,0,0
PDS-19532,3,1,0.9984790874524715,2,2,2,4,3,0,0,0,0,0,0,1,1,0,0
PDS-19540,3,1,1.0,2,2,2,2,6,1,1,0,0,1,1,2,0,2,0
PDS-19541,3,1,1.0,2,1,2,4,2,0,0,0,0,0,0,1,2,0,0
PDS-19542,3,1,1.0,2,2,0,4,2,0,0,0,0,0,0,0,1,0,0
PDS-19547,3,1,1.0,2,1,1,12,3,1,0,0,0,0,0,1,0,0,0
PDS-19553,3,1,1.0,2,2,2,4,3,0,0,0,0,1,0,2,1,1,0
PDS-19555,3,1,1.0,2,2,2,2,3,1,1,0,0,0,0,1,0,0,1
PDS-19556,3,1,1.0,2,2,2,2,3,0,0,0,0,0,0,0,1,0,0
PDS-19558,3,1,1.0,5,2,2,4,6,4,1,0,0,0,0,1,1,0,0
PDS-19559,3,1,0.9948051948051948,2,2,0,2,3,0,0,0,0,0,0,1,2,0,0
PDS-19560,3,1,1.0,2,2,1,4,1,0,0,0,0,0,0,1,0,0,0
PDS-19562,1,3,1.0,2,2,2,4,2,1,0,0,0,1,0,1,1,0,0
PDS-19564,3,1,1.0,2,2,2,0,3,2,3,0,0,1,0,2,1,0,0
PDS-19568,3,1,1.0,2,2,2,2,3,0,0,0,0,1,0,2,0,0,1
PDS-19577,3,1,1.0,2,2,2,2,3,0,0,0,0,0,0,1,1,0,0
PDS-19582,3,1,1.0,2,2,0,6,1,0,2,0,0,1,0,1,0,0,0
PDS-19583,3,1,1.0,2,2,2,4,3,1,1,0,0,1,2,2,0,2,2
PDS-19584,3,1,1.0,2,2,2,4,3,1,0,0,0,0,0,1,2,0,0
PDS-19585,3,1,1.0,5,2,2,2,2,0,0,0,0,0,0,1,1,0,0
PDS-19596,3,1,1.0,2,2,2,10,4,2,2,0,0,0,1,1,1,0,7
PDS-19597,3,1,1.0,2,1,2,6,3,2,2,0,0,0,0,1,1,0,0
PDS-19601,3,1,1.0,2,2,0,0,2,0,0,0,0,0,0,1,1,0,0
PDS-19605,3,1,1.0,2,2,2,2,1,1,1,0,0,0,0,1,0,0,0
PDS-19608,1,1,0.9992716678805535,2,2,0,4,3,0,0,0,0,1,0,1,1,0,0
PDS-19611,3,3,1.0,2,2,2,2,4,2,1,0,2,0,5,2,1,11,1
PDS-19612,1,1,0.9506649506649507,2,2,2,6,4,2,0,0,0,1,0,2,1,2,0
PDS-19615,3,1,1.0,2,1,2,6,4,2,5,1,0,1,1,0,1,0,0
PDS-19622,3,7,1.0,2,2,1,11,1,0,0,0,0,0,1,2,1,1,0
PDS-19624,1,1,1.0,2,2,2,2,2,3,1,0,0,0,0,0,2,0,0
PDS-19625,3,1,1.0,2,2,2,10,4,1,1,0,0,0,1,1,1,2,0
PDS-19626,3,4,1.0,2,2,1,0,5,1,1,0,0,0,2,1,2,3,0
PDS-19627,3,1,1.0,2,2,2,2,2,0,0,0,0,1,1,1,1,0,0
PDS-19628,1,1,1.0,5,2,2,4,4,1,2,0,0,1,0,0,1,0,0
PDS-19643,3,4,1.0,2,2,2,6,5,0,0,0,0,1,1,2,0,1,1
PDS-19644,1,1,1.0,5,2,2,2,3,1,0,0,0,0,0,1,1,0,0
PDS-19656,1,1,1.0,2,2,2,4,3,1,0,0,0,1,0,3,1,0,0
PDS-19658,3,6,1.0,2,2,1,8,7,3,1,0,0,0,2,5,0,1,3
PDS-19661,3,3,1.0,2,2,1,13,2,0,0,0,0,0,4,2,0,0,1
PDS-19662,3,1,1.0,2,2,1,4,2,0,0,0,0,0,0,1,1,0,0
PDS-19676,3,7,1.0,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0
PDS-19679,3,3,1.0,2,2,0,10,5,2,1,0,0,0,1,2,0,1,0
PDS-19687,1,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0
PDS-19695,3,1,1.0,2,2,2,2,2,1,0,0,0,0,0,3,1,0,0
PDS-19703,3,3,1.0,3,2,0,2,8,2,0,2,7,1,6,14,0,13,1
PDS-19709,3,1,1.0,2,1,2,8,3,2,4,0,0,0,2,6,2,1,1
PDS-19711,1,1,1.0,2,2,2,4,2,0,0,0,0,0,0,0,1,0,0
PDS-19712,3,1,1.0,2,2,2,4,3,1,0,0,0,1,2,5,0,0,0
PDS-19716,3,1,0.9280334728033472,2,1,1,4,4,2,0,0,0,0,0,0,0,0,0
PDS-19720,3,1,1.0,2,2,2,2,7,0,1,0,0,0,0,1,1,0,0
PDS-19725,3,6,1.0,2,2,0,14,6,1,0,0,1,1,3,3,1,0,0
PDS-19728,3,4,1.0,2,2,2,8,4,0,0,0,0,1,4,2,0,4,3
PDS-19730,1,1,1.0,2,2,2,2,1,0,0,0,0,1,0,0,0,0,0
PDS-19739,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,1,0
PDS-19742,3,1,1.0,2,2,2,1,1,0,0,0,0,0,0,1,1,0,0
PDS-19745,3,1,1.0,2,2,2,2,6,3,2,0,0,0,0,2,1,1,0
PDS-19759,1,1,1.0,3,2,2,10,4,2,0,0,0,1,1,2,1,0,0
PDS-19761,3,1,1.0,2,1,2,0,3,2,1,0,0,0,1,1,2,2,1
PDS-19770,3,6,1.0,2,2,2,6,2,0,0,0,0,0,2,2,0,2,0
PDS-19779,2,1,1.0,2,2,2,6,4,1,1,0,0,0,0,0,0,0,0
PDS-19791,3,6,1.0,2,2,2,2,1,0,0,0,0,0,1,1,1,1,0
PDS-19800,3,4,1.0,2,2,0,6,5,2,7,1,0,1,3,5,0,8,3
PDS-19801,3,1,1.0,2,2,2,4,3,1,0,0,0,0,2,1,1,0,4
PDS-19811,3,3,1.0,3,2,1,8,2,1,0,0,0,1,1,3,3,0,0
PDS-19812,3,1,1.0,2,2,2,4,1,0,1,0,1,0,1,1,0,0,0
PDS-19817,1,1,1.0,2,2,2,0,3,2,0,0,0,1,0,1,1,0,0
PDS-19831,3,1,1.0,2,2,2,4,2,1,0,0,0,0,0,0,1,0,0
PDS-19836,3,3,1.0,2,1,2,4,2,1,1,1,1,1,2,4,0,11,9
PDS-19841,3,1,1.0,2,2,2,4,3,1,1,0,0,1,0,2,0,0,0
PDS-19847,3,1,0.9976437323279924,2,2,1,10,4,0,0,0,0,1,1,1,1,0,0
PDS-19851,3,1,1.0,5,1,2,2,2,0,0,0,0,0,0,1,1,0,0
PDS-19857,3,4,1.0,2,1,2,14,6,0,0,0,0,0,3,4,0,0,0
PDS-19868,3,1,1.0,2,2,0,8,2,0,0,0,0,0,0,2,1,0,0
PDS-19871,3,1,1.0,2,2,2,4,4,0,0,0,0,1,0,1,0,0,0
PDS-19874,1,1,1.0,2,2,2,2,1,1,0,0,0,0,0,1,1,0,0
PDS-19875,3,1,1.0,2,2,2,2,3,0,0,0,0,1,0,2,1,0,0
PDS-19878,3,6,1.0,2,2,2,4,2,1,1,0,0,0,0,1,1,0,0
PDS-19881,3,1,1.0,2,2,2,2,5,1,0,0,0,0,0,1,1,0,0
PDS-19889,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0
PDS-19890,3,1,1.0,2,2,2,13,3,0,4,1,1,0,8,2,1,13,3
PDS-19892,3,1,1.0,2,2,2,2,2,1,2,0,0,0,1,2,0,0,0
PDS-19895,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,2,0,0
PDS-19896,3,3,1.0,2,1,1,6,4,1,2,0,0,0,4,4,0,1,0
PDS-19901,1,1,1.0,5,2,0,4,1,0,0,0,0,1,0,2,0,0,0
PDS-19902,3,1,0.9986824769433466,2,2,2,2,1,1,0,0,0,0,0,1,1,0,0
PDS-19910,3,3,1.0,2,1,2,4,5,1,0,0,0,0,2,6,1,1,0
PDS-19915,3,1,1.0,2,2,2,10,6,5,7,0,0,2,1,3,1,2,0
PDS-19916,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,2,0,0
PDS-19922,3,1,0.9994450610432852,2,2,2,0,4,1,1,0,0,1,0,0,0,0,0
PDS-19924,3,3,1.0,2,1,2,8,10,5,4,0,0,0,9,2,0,3,15
PDS-19934,3,1,1.0,2,2,0,8,3,1,1,0,0,1,1,1,1,1,1
PDS-19943,3,1,0.996415770609319,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0
PDS-19945,3,1,1.0,2,2,0,6,2,0,2,0,0,0,0,1,1,1,0
PDS-19946,3,3,1.0,2,1,1,2,7,3,8,0,0,1,2,3,0,1,0
PDS-19957,3,1,1.0,2,2,2,2,1,0,0,0,0,0,2,1,1,2,1
PDS-19964,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
PDS-19966,3,1,1.0,5,2,2,6,4,1,0,0,0,0,0,4,1,0,0
PDS-19969,3,4,1.0,2,1,2,8,4,1,1,0,0,1,0,0,0,0,0
PDS-19976,1,1,1.0,5,2,2,0,2,0,0,0,0,0,0,0,1,6,0
PDS-19979,1,1,1.0,2,2,2,4,2,0,0,0,0,0,0,1,1,0,0
PDS-19983,3,1,0.9966920277869666,2,1,0,16,6,3,1,0,0,1,0,1,0,0,0
PDS-19989,3,1,1.0,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0
PDS-19992,3,6,1.0,3,2,2,0,5,1,0,0,0,1,0,1,0,0,0
PDS-19995,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0
PDS-19997,3,1,1.0,5,2,2,2,5,1,1,0,0,0,0,1,1,0,0
PDS-20004,3,3,1.0,2,2,2,2,1,0,0,0,0,1,0,0,1,0,1
PDS-20013,3,3,1.0,2,2,2,4,2,0,0,0,0,1,0,1,0,0,0
PDS-20014,3,1,1.0,2,2,2,2,2,1,1,0,0,0,0,1,1,0,0
PDS-20018,3,3,1.0,2,2,2,6,4,2,1,3,0,2,1,2,0,0,3
PDS-20021,3,6,1.0,2,2,2,6,7,1,1,0,1,1,6,1,0,12,5
PDS-20022,1,1,1.0,2,2,1,4,4,0,0,0,0,0,0,1,1,0,0
PDS-20023,3,3,1.0,2,2,1,6,10,4,5,0,1,1,7,7,0,3,5
PDS-20026,3,1,1.0,2,2,2,2,2,0,0,0,0,1,1,3,1,0,0
PDS-20029,3,1,1.0,2,2,2,4,1,1,0,0,0,0,0,1,3,0,0
PDS-20030,1,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0
PDS-20040,3,1,1.0,2,2,1,2,2,0,0,0,0,1,1,1,1,0,0
PDS-20048,1,1,1.0,5,2,2,4,2,1,0,0,0,1,0,1,0,0,0
PDS-20050,3,1,1.0,2,2,2,2,3,1,0,0,0,0,1,1,1,0,0
PDS-20055,3,1,1.0,2,2,2,2,2,0,0,0,0,1,1,1,0,1,0
PDS-20057,3,1,1.0,2,2,2,2,3,0,0,0,0,0,0,1,1,0,0
PDS-20059,1,1,1.0,5,2,2,2,2,0,0,0,0,0,0,0,1,0,0
PDS-20060,3,6,1.0,2,2,2,4,3,0,0,0,1,0,0,3,1,1,0
PDS-20075,3,6,1.0,3,2,1,2,1,1,0,0,1,0,2,0,0,21,8
PDS-20080,3,4,1.0,2,2,1,10,3,0,1,0,1,1,5,2,1,6,1
PDS-20081,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0
PDS-20084,3,1,1.0,2,2,1,2,1,0,0,0,0,0,0,1,1,0,0
PDS-20086,3,1,1.0,2,2,2,4,2,1,1,0,0,0,2,1,2,1,0
PDS-20094,3,1,1.0,2,2,2,4,2,2,0,0,0,1,0,0,2,0,0
PDS-20096,3,1,1.0,2,2,2,2,3,0,0,0,0,0,1,1,1,0,0
PDS-20099,3,7,1.0,2,2,2,2,1,2,2,0,0,0,1,2,1,2,0
PDS-20103,3,1,1.0,2,1,1,2,3,1,0,0,0,1,3,1,0,3,1
PDS-20104,1,1,1.0,2,2,2,2,3,1,0,0,0,0,0,1,1,0,0
PDS-20107,3,1,1.0,2,2,2,4,2,3,3,1,0,1,0,1,0,0,0
PDS-20110,3,6,1.0,2,1,1,10,8,1,1,1,1,1,3,8,0,28,0
PDS-20115,3,4,1.0,2,1,2,2,3,0,1,0,1,0,3,5,1,3,0
PDS-20120,3,1,1.0,2,2,2,2,1,1,0,1,0,1,1,1,1,1,0
PDS-20121,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,0,0,3,0
PDS-20125,3,6,1.0,3,2,2,18,5,7,7,1,1,0,4,2,0,6,3
PDS-20126,3,3,1.0,2,2,2,15,5,2,1,0,0,1,2,4,0,9,2
PDS-20128,3,1,1.0,2,2,0,7,2,0,0,0,0,0,0,1,1,0,0
PDS-20129,1,1,1.0,5,2,2,4,3,0,0,0,0,0,0,1,1,0,0
PDS-20132,3,6,1.0,2,2,1,6,17,2,1,0,1,1,11,6,0,2,18
PDS-20133,3,1,1.0,2,2,1,16,6,1,0,0,0,1,0,5,1,1,0
PDS-20144,3,1,1.0,2,2,2,6,4,2,1,0,0,1,0,1,1,0,0
PDS-20145,1,1,1.0,5,2,2,2,5,2,0,0,0,0,2,1,0,2,1
PDS-20148,3,1,1.0,2,2,2,6,1,0,0,0,0,0,0,1,0,0,0
PDS-20149,3,1,1.0,2,2,0,4,4,1,1,0,0,0,0,1,1,0,0
PDS-20151,3,1,1.0,2,2,2,6,6,1,0,0,1,0,2,4,1,2,0
PDS-20154,3,6,1.0,3,1,1,9,10,6,1,0,1,1,7,6,0,5,10
PDS-20160,3,7,1.0,2,2,2,2,1,0,0,0,0,0,1,1,1,2,2
PDS-20163,3,1,0.9993738259236068,5,2,2,2,4,0,0,0,0,0,1,1,1,1,0
PDS-20171,3,1,1.0,2,2,2,8,6,1,0,1,0,1,3,3,0,0,0
PDS-20173,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,2,0,0
PDS-20177,3,1,1.0,2,2,2,4,2,2,2,0,0,0,0,1,1,0,0
PDS-20181,3,1,1.0,2,2,2,4,2,0,1,0,0,1,0,1,0,0,0
PDS-20186,1,1,1.0,2,2,0,6,5,1,3,0,0,1,1,9,0,1,0
PDS-20187,3,1,1.0,2,2,0,2,3,0,0,0,0,0,0,1,1,0,0
PDS-20196,1,1,1.0,2,2,2,2,2,1,0,0,0,0,0,2,0,0,0
PDS-20209,3,3,1.0,2,2,1,4,3,1,0,0,0,1,2,1,0,3,1
PDS-20213,3,1,0.9928952042628775,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0
PDS-20216,3,3,1.0,2,1,2,0,3,1,0,0,0,0,0,1,1,0,0
PDS-20220,3,1,1.0,5,2,1,6,2,0,0,0,0,0,0,1,2,0,0
PDS-20224,1,1,1.0,2,2,0,3,1,0,0,0,0,0,0,1,2,0,0
PDS-20225,3,1,1.0,2,2,1,0,2,0,0,0,0,0,0,1,0,0,0
PDS-20228,3,1,1.0,2,2,1,8,1,0,1,0,0,1,0,0,1,0,0
PDS-20230,3,6,1.0,2,2,2,10,20,11,11,4,2,1,5,6,0,7,3
PDS-20235,3,3,1.0,2,2,2,8,3,0,0,0,0,0,3,3,1,2,0
PDS-20239,1,1,0.9178981937602627,2,1,2,6,4,1,0,0,0,1,0,0,1,0,0
PDS-20241,3,1,1.0,2,2,2,2,3,0,0,0,0,1,0,1,1,0,0
PDS-20252,3,1,0.9949832775919732,5,2,2,6,3,2,1,0,0,0,0,0,1,0,0
PDS-20259,3,1,1.0,2,2,1,2,1,0,0,0,0,0,0,0,1,0,0
PDS-20260,3,1,1.0,2,2,2,2,4,1,0,0,0,0,1,3,1,0,0
PDS-20261,3,1,1.0,2,2,2,14,4,2,1,0,0,0,1,1,0,2,0
PDS-20267,1,1,1.0,5,2,2,2,1,1,0,0,0,0,0,1,1,0,0
PDS-20278,3,1,1.0,2,2,2,4,2,0,0,0,0,0,0,0,1,0,0
PDS-20282,3,1,1.0,2,2,2,10,6,1,1,0,0,1,0,0,1,0,2
PDS-20286,3,1,1.0,2,2,1,10,5,2,0,0,0,1,0,2,1,0,1
PDS-20289,3,1,1.0,2,2,2,6,3,1,0,0,0,0,0,3,1,0,0
PDS-20305,3,1,1.0,2,2,2,2,1,1,0,0,0,0,0,1,1,0,0
PDS-20307,3,4,1.0,2,2,2,10,5,1,1,0,0,1,9,1,1,7,6
PDS-20308,3,1,1.0,2,2,2,4,1,0,0,0,2,0,0,2,1,1,0
PDS-20310,3,3,1.0,2,1,2,2,0,1,1,1,1,0,0,0,0,0,2
PDS-20311,3,1,1.0,2,2,2,2,3,0,1,0,0,0,1,2,3,1,1
PDS-20314,3,1,1.0,2,2,2,15,3,0,0,0,0,1,0,2,0,0,0
PDS-20315,2,1,1.0,5,2,2,8,5,1,1,0,0,0,0,1,1,0,4
PDS-20325,1,1,1.0,2,1,1,4,4,0,0,0,0,0,1,3,1,0,0
PDS-20332,3,1,1.0,2,2,2,3,2,0,0,0,0,0,1,2,1,2,0
PDS-20336,3,1,1.0,2,2,0,2,0,0,0,0,0,0,0,2,1,0,0
PDS-20338,3,2,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0
PDS-20350,3,6,1.0,2,2,1,6,5,2,2,0,0,1,3,6,0,2,0
PDS-20355,3,1,1.0,2,2,1,4,2,1,1,0,0,0,0,1,1,1,0
PDS-20359,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0
PDS-20361,3,1,1.0,2,2,2,4,2,0,0,0,0,0,0,1,2,0,0
PDS-20378,1,1,1.0,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0
PDS-20385,3,1,1.0,2,2,2,2,4,2,0,0,0,0,0,3,1,0,0
PDS-20390,1,1,1.0,2,2,2,2,3,1,0,0,0,0,0,1,1,0,0
PDS-20393,3,1,1.0,2,2,0,6,5,1,0,0,0,0,0,1,2,0,0
PDS-20394,3,1,1.0,2,1,2,2,4,0,1,0,0,0,1,2,0,5,0
PDS-20406,3,1,1.0,3,2,2,12,4,1,0,0,0,0,0,2,0,0,0
PDS-20412,3,1,1.0,2,2,2,4,6,2,3,0,0,1,1,3,0,1,0
PDS-20418,1,1,1.0,2,2,1,4,3,4,4,0,0,1,1,2,2,0,2
PDS-20421,1,1,1.0,2,2,2,2,2,0,0,0,0,0,1,1,2,0,2
PDS-20422,3,1,1.0,2,2,2,2,1,0,0,0,0,0,0,2,1,0,0
PDS-20446,3,1,1.0,2,1,2,8,4,1,0,0,0,0,0,1,0,0,0
PDS-20448,3,1,1.0,2,2,0,6,6,3,2,0,0,1,0,1,0,0,0
PDS-20453,3,6,1.0,2,2,1,8,9,1,4,2,2,1,6,3,0,2,13
PDS-20455,3,1,0.9990925589836661,2,2,2,4,3,0,1,0,0,0,0,2,1,0,0
PDS-20457,1,1,1.0,2,2,0,0,1,0,0,0,0,1,0,1,0,0,0
PDS-20464,3,1,1.0,2,1,1,2,1,0,0,0,0,3,0,1,1,0,0
PDS-20467,1,1,1.0,5,2,2,2,1,0,0,0,0,0,0,0,1,0,0
PDS-20492,1,1,1.0,5,2,2,2,3,0,0,0,0,1,0,1,1,0,0
PDS-20494,3,1,1.0,3,2,2,6,4,0,0,0,0,0,0,2,2,0,1
PDS-20497,3,1,0.9976677430929315,2,2,2,16,6,1,1,0,0,2,2,4,0,2,2
PDS-20501,3,1,1.0,2,2,2,0,3,0,0,0,0,0,0,1,1,0,0
PDS-20502,3,1,1.0,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0
PDS-20505,3,1,1.0,2,2,2,2,2,0,1,0,0,0,1,1,1,3,0
PDS-20509,1,1,1.0,2,2,0,2,2,0,0,0,0,1,0,1,1,0,0
PDS-20510,1,1,1.0,2,2,0,3,2,1,0,0,0,0,2,1,0,0,0
PDS-20528,3,3,1.0,2,2,2,4,2,1,0,0,0,1,1,2,2,0,0
PDS-20531,3,1,1.0,2,2,1,3,1,0,0,0,0,1,1,1,1,1,0
PDS-20535,3,1,1.0,3,2,1,8,2,0,0,0,0,2,2,1,0,5,0
PDS-20537,3,1,1.0,2,2,2,2,3,0,0,0,0,0,0,0,1,0,0
PDS-20539,1,1,1.0,2,2,2,0,1,0,0,0,0,0,0,1,1,0,0
PDS-20545,3,1,1.0,2,2,0,4,4,1,1,0,0,0,0,1,1,1,0
PDS-20551,3,1,1.0,2,2,0,6,7,4,2,0,0,1,1,2,2,0,0
PDS-20560,1,1,1.0,5,2,2,2,2,2,0,0,0,1,0,1,0,0,0
